data.bams..SRR1029151.alignments_sorted_subsampled.bam	data.bams..SRR1029152.alignments_sorted_subsampled.bam	data.bams..SRR1029153.alignments_sorted_subsampled.bam	data.bams..SRR1029156.alignments_sorted_subsampled.bam	data.bams..SRR1029157.alignments_sorted_subsampled.bam	data.bams..SRR1029158.alignments_sorted_subsampled.bam
YER086W	62	65	51	47	43	74
YER087W	23	35	18	6	8	17
YER087C-A	0	1	0	1	0	0
YER087C-B	16	16	14	16	6	13
YER088C	41	33	48	59	64	74
YER088C-A	0	1	2	2	1	4
YER088W-B	0	0	0	0	0	0
YER089C	24	31	30	28	25	41
YER090W	28	55	41	33	31	51
YER090C-A	0	0	0	0	0	0
YER091C	196	194	184	92	105	141
YER091C-A	0	0	0	0	1	0
YER092W	12	13	18	9	14	18
YER093C	22	42	24	18	29	39
YER093C-A	12	19	12	15	7	15
YER094C	46	38	31	49	43	55
YER095W	42	40	27	49	55	50
YER096W	5	1	1	13	19	39
tE(UUC)E2	0	0	0	0	0	0
YER097W	0	1	0	0	0	0
YER098W	24	22	16	14	14	17
YER099C	18	24	26	30	31	34
YER100W	34	41	42	34	34	51
YER101C	12	14	10	23	21	26
YER102W	14	15	8	9	8	16
YER103W	62	76	52	102	124	150
YER104W	5	10	11	13	15	13
YER105C	78	58	45	56	56	49
YER106W	6	2	0	3	2	7
YER107C	30	30	23	25	22	23
YER107W-A	2	3	5	2	1	3
YER109C	19	27	26	8	10	13
YER110C	58	83	61	50	56	75
YER111C	37	48	31	46	38	60
YER112W	22	31	34	30	28	32
YER113C	24	45	27	17	9	22
YER114C	35	46	48	27	28	40
YER115C	5	4	10	11	12	9
YER116C	14	10	20	11	15	22
YER117W	20	23	25	26	24	38
YER118C	24	39	25	16	27	23
YER119C	17	26	21	22	26	31
YER119C-A	1	0	0	1	0	2
YER120W	25	35	37	35	26	30
YER121W	5	8	5	23	35	30
YER122C	76	71	60	46	52	72
YER123W	34	32	23	25	14	38
YER124C	34	35	12	29	107	144
YER125W	77	77	67	82	88	110
YER126C	24	30	21	21	20	27
YER127W	14	17	12	15	10	21
YER128W	10	10	15	13	13	13
YER129W	35	53	43	28	36	50
YER130C	28	29	22	10	24	29
YER131W	28	32	34	25	37	22
snR4	2	3	1	2	4	4
YER132C	16	25	19	14	17	29
snR52	0	0	0	0	0	0
YER133W	65	76	43	68	43	66
tH(GUG)E2	0	0	0	0	0	0
tK(CUU)E2	0	0	0	0	0	0
YER133W-A	1	1	0	1	0	1
YER134C	9	12	7	3	2	6
YER135C	1	1	0	0	1	4
tV(AAC)E1	0	0	0	0	0	0
YER136W	54	72	72	58	78	94
YER137C	3	2	1	0	0	3
YER137W-A	0	0	0	0	0	0
SCR1	3	4	2	4	3	7
tI(AAU)E1	0	0	0	0	0	0
YER138C	0	0	0	0	0	0
YER137C-A	0	0	0	0	0	0
YER138W-A	1	2	1	0	3	1
YER139C	15	10	11	14	13	24
YER140W	17	13	10	21	15	19
YER141W	77	67	84	68	56	63
YER142C	18	32	23	34	37	36
YER143W	41	41	45	63	45	59
YER144C	27	23	32	35	29	44
YER145C	41	66	64	54	37	60
YER145C-A	1	0	4	0	0	0
YER146W	2	2	2	0	3	1
YER147C	17	25	21	16	21	30
YER147C-A	2	6	3	2	1	5
YER148W	20	22	16	18	11	16
YER148W-A	0	0	0	0	0	0
YER149C	22	20	13	11	6	12
YER150W	8	9	12	20	21	31
tV(AAC)E2	0	0	0	0	0	0
YER151C	46	44	43	40	30	46
YER152C	20	21	18	17	26	26
YER152W-A	0	0	0	0	0	0
YER153C	6	6	5	7	7	9
YER154W	33	37	48	14	25	25
YER155C	85	80	58	54	61	70
YER156C	35	34	38	16	15	29
YER157W	31	35	24	26	19	33
tE(UUC)E3	0	0	0	0	0	0
YER158C	32	34	38	13	17	21
YER158W-A	0	2	2	2	0	0
YER159C	12	22	11	16	17	19
tR(ACG)E	0	0	0	0	0	0
YER160C	0	0	0	0	0	0
YER159C-A	0	0	0	0	0	0
YER161C	29	25	27	18	15	33
YER162C	25	27	18	35	29	33
YER163C	18	28	19	12	11	13
YER164W	39	58	37	43	42	36
YER165W	99	122	107	106	97	114
YER165C-A	1	1	0	0	0	0
YER166W	60	67	65	42	49	64
YER167W	29	39	24	32	32	36
YER168C	29	35	22	21	14	25
YER169W	12	16	22	28	31	44
YER170W	25	30	33	9	10	13
YER171W	47	48	31	19	32	31
YER172C	36	44	20	27	32	61
YER172C-A	0	0	0	0	0	0
YER173W	16	10	12	17	8	23
YER174C	33	32	26	28	27	36
YER175C	18	22	17	21	17	22
YER175W-A	1	1	0	0	0	3
YER176W	31	37	32	42	26	42
YER177W	64	88	67	75	80	86
YER178W	77	69	75	74	79	96
YER179W	9	8	4	11	4	9
YER180C	8	11	10	5	12	12
YER180C-A	2	5	2	3	5	1
tI(AAU)E2	0	0	0	0	0	0
YER181C	0	0	0	0	1	0
YER182W	38	38	43	48	30	45
YER183C	16	11	14	13	11	20
YER184C	15	13	12	7	13	17
YER185W	2	7	3	2	6	12
YER186C	17	27	27	16	14	17
YER187W	2	7	3	2	4	4
YER188W	8	3	3	4	4	2
YER188C-A	0	2	0	0	1	0
YER189W	0	0	0	0	0	0
YER190W	0	0	0	0	0	0
YER190C-A	0	0	0	0	0	0
YER190C-B	0	0	0	0	0	0
YFL068W	0	0	0	0	0	0
YFL067W	4	2	2	3	1	2
YFL066C	0	1	1	0	0	0
YFL065C	0	0	0	0	1	0
YFL064C	0	0	0	0	1	0
YFL063W	0	0	0	0	0	0
YFL062W	0	0	0	0	1	2
YFL061W	2	3	2	1	1	1
YFL060C	5	1	2	4	0	0
YFL059W	21	15	10	4	5	4
YFL058W	6	8	1	8	3	3
YFL057C	2	7	3	4	1	1
YFL056C	11	7	7	13	5	13
YFL055W	15	14	13	14	17	18
YFL054C	20	33	51	47	43	42
YFL053W	4	13	8	5	2	8
YFL052W	13	12	9	8	6	9
YFL051C	3	3	3	5	7	1
YFL050C	14	21	13	10	14	19
YFL049W	39	43	26	41	24	54
YFL048C	42	54	28	37	25	54
YFL047W	38	41	33	20	19	23
YFL046W	16	16	17	18	24	30
YFL045C	50	56	57	32	34	55
YFL044C	29	34	30	45	50	48
YFL042C	20	32	36	29	34	54
YFL041W-A	2	4	0	1	2	2
YFL041W	47	66	73	49	47	60
YFL040W	10	5	3	8	6	11
YFL039C	92	107	108	91	91	130
YFL038C	45	50	63	59	50	48
YFL037W	79	83	98	57	49	64
RUF21	1	3	0	2	1	0
YFL036W	81	90	87	45	41	58
YFL034C-B	8	12	11	9	8	15
YFL034C-A	20	22	21	21	17	19
YFL034W	22	40	27	27	24	38
YFL033C	42	45	37	39	38	66
YFL032W	1	0	0	0	0	0
YFL031W	30	44	27	22	27	29
YFL031C-A	4	1	3	2	3	0
YFL030W	75	105	73	72	58	99
YFL029C	21	20	18	14	23	22
YFL028C	38	37	21	25	23	34
YFL027C	17	9	14	11	20	21
YFL026W	7	8	7	10	6	17
YFL025C	39	35	28	15	13	18
YFL024C	25	34	43	57	42	57
YFL023W	12	16	13	9	11	19
YFL022C	58	58	54	19	31	45
YFL021C-A	0	1	0	1	0	0
YFL021W	22	47	42	27	19	43
YFL020C	2	3	3	3	2	3
YFL019C	1	1	0	0	1	1
tP(UGG)F	0	0	0	0	0	0
YFL018C	104	118	91	103	94	84
YFL017W-A	5	8	8	8	4	3
YFL017C	15	19	16	10	11	9
YFL016C	68	95	74	49	60	82
YFL015W-A	0	0	0	0	0	0
YFL015C	0	0	1	0	0	0
YFL014W	29	24	28	53	46	50
YFL013W-A	1	0	0	1	0	1
YFL013C	15	19	15	21	18	34
YFL012W-A	0	0	0	0	0	0
YFL012W	0	2	0	2	0	4
YFL011W	3	4	6	17	10	16
YFL010W-A	2	1	0	2	0	1
YFL010C	22	19	19	13	10	14
YFL009W	33	38	29	30	20	36
YFL008W	68	70	58	52	51	72
YFL007W	58	83	57	106	141	169
YFL005W	42	45	33	41	39	44
RUF20	1	0	4	3	2	7
YFL004W	68	82	78	57	55	65
YFL003C	6	7	3	2	6	6
tN(GUU)F	0	0	0	0	1	0
YFL002W-A	0	0	0	0	0	0
YFL002W-B	0	0	0	0	0	0
YFL002C	32	28	23	13	21	40
YFL001W	15	24	13	7	11	16
YFR001W	26	18	23	26	14	35
YFR002W	47	54	39	35	46	56
YFR003C	16	18	14	21	20	16
YFR004W	39	56	43	50	47	49
YFR005C	16	15	15	13	16	19
YFR006W	41	56	48	53	46	79
tF(GAA)F	0	0	0	0	0	0
YFR007W	19	15	12	6	9	15
YFR008W	7	8	7	13	10	13
tG(GCC)F1	0	0	0	0	0	0
YFR009W	50	42	42	33	27	32
YFR009W-A	0	0	0	0	0	0
YFR010W	53	49	46	72	65	89
YFR010W-A	0	1	0	0	0	0
YFR011C	24	23	18	13	12	14
tY(GUA)F1	0	0	0	0	0	0
YFR012W	2	9	4	1	4	3
YFR012W-A	0	0	2	0	0	0
YFR013W	35	35	26	26	25	28
YFR014C	35	38	29	34	35	65
YFR015C	32	34	52	45	41	70
YFR016C	70	70	39	36	46	65
tG(GCC)F2	0	0	0	0	0	0
YFR017C	15	25	21	26	34	40
YFR018C	20	24	31	23	15	34
YFR019W	31	39	40	41	42	52
tS(GCU)F	0	0	0	0	0	0
YFR020W	25	28	27	22	21	26
YFR021W	16	12	13	13	16	12
YFR022W	15	16	19	11	16	25
RUF22	0	0	0	0	0	0
YFR023W	8	9	4	9	6	13
YFR024C-A	49	49	63	47	73	68
YFR025C	36	38	39	18	18	23
tA(AGC)F	0	0	0	0	0	0
YFR026C	4	6	3	5	2	8
YFR027W	12	12	18	8	5	15
YFR028C	32	39	34	21	30	37
tY(GUA)F2	0	0	0	0	0	0
YFR029W	15	26	28	17	16	23
YFR030W	189	206	169	71	82	131
YFR031C	49	46	41	31	23	37
YFR031C-A	40	55	52	47	40	42
RUF23	0	0	0	0	1	0
YFR032C	0	0	0	0	0	0
YFR032C-A	12	15	7	11	16	12
YFR032C-B	0	0	0	3	1	2
YFR033C	52	61	55	44	53	54
YFR034C	24	29	32	25	17	26
YFR034W-A	2	0	0	1	0	0
YFR035C	9	8	7	7	4	12
tK(CUU)F	0	0	0	0	0	0
YFR036W	4	10	6	4	6	11
YFR036W-A	1	0	0	0	0	2
YFR037C	43	46	37	29	32	38
YFR038W	33	33	32	35	23	25
YFR039C	27	46	35	39	26	40
YFR040W	80	89	68	74	76	68
YFR041C	27	24	10	14	16	27
YFR042W	10	14	22	9	9	12
YFR043C	16	13	15	26	16	23
YFR044C	45	59	59	56	57	69
YFR045W	28	24	26	18	15	21
YFR046C	27	11	18	5	17	19
YFR047C	42	41	40	33	30	53
YFR048W	20	24	27	12	13	24
YFR049W	30	19	28	30	27	35
YFR050C	36	44	48	51	48	67
YFR051C	53	64	39	42	42	44
YFR052W	44	48	50	51	47	42
YFR052C-A	4	8	3	2	4	4
YFR053C	117	127	132	99	119	117
YFR054C	0	1	1	0	1	0
YFR056C	0	0	0	1	0	0
YFR055W	7	1	5	2	0	2
YFR057W	0	0	0	0	0	0
YGL263W	0	1	0	0	0	0
YGL262W	0	0	1	2	0	2
YGL261C	0	0	0	0	0	0
YGL260W	0	0	0	0	0	0
YGL259W	0	2	0	0	1	2
YGL258W-A	0	1	0	0	0	0
YGL258W	1	2	1	0	1	1
YGL257C	29	30	27	25	20	28
YGL256W	19	19	18	13	9	18
YGL255W	8	8	4	6	7	11
YGL254W	19	22	18	11	8	18
YGL253W	105	105	101	76	60	65
YGL252C	44	45	52	44	47	61
YGL251C	6	14	13	14	19	19
YGL250W	10	11	8	20	11	24
YGL249W	10	12	14	13	8	23
YGL248W	21	23	25	20	18	27
YGL247W	8	10	10	3	6	10
YGL246C	19	20	11	11	15	13
YGL245W	88	88	95	93	75	110
YGL244W	46	61	53	46	39	62
YGL243W	12	9	6	14	15	22
YGL242C	30	20	28	15	15	20
YGL241W	31	44	30	24	35	29
YGL240W	2	7	3	6	6	13
YGL239C	0	0	1	0	1	1
YGL238W	53	63	44	48	44	70
YGL237C	16	21	22	18	19	32
YGL236C	34	35	33	10	8	14
YGL235W	0	0	0	0	0	0
YGL234W	121	119	105	51	75	91
YGL233W	35	40	38	29	30	36
YGL232W	26	22	18	14	13	23
YGL231C	24	29	23	20	19	26
YGL230C	3	2	5	2	1	6
YGL229C	10	10	11	2	5	5
YGL228W	59	70	56	74	82	84
YGL227W	39	38	34	51	54	67
YGL226C-A	15	14	16	11	9	20
YGL226W	10	12	10	6	4	10
tV(AAC)G3	0	1	0	0	0	0
YGL225W	42	48	45	19	27	32
YGL224C	19	15	21	12	17	21
YGL223C	31	36	20	26	19	21
YGL222C	7	2	4	7	6	8
YGL221C	24	42	35	38	38	42
YGL220W	7	19	17	15	12	19
YGL219C	29	39	26	29	21	28
YGL218W	0	0	0	0	0	0
YGL217C	0	0	0	1	0	0
YGL216W	15	13	26	8	11	16
YGL215W	41	47	37	34	28	49
YGL214W	0	0	0	0	0	0
YGL213C	14	16	12	14	13	20
YGL212W	11	17	8	7	10	13
YGL211W	22	33	27	27	24	30
YGL210W	26	21	13	22	21	28
YGL209W	6	5	2	15	11	24
YGL208W	23	40	32	25	17	27
YGL207W	83	110	78	102	93	111
YGL206C	92	120	71	89	95	121
YGL205W	16	25	45	194	188	174
tH(GUG)G1	0	0	0	0	0	0
YGL204C	6	7	5	1	3	5
YGL203C	39	44	46	19	26	30
tK(UUU)G1	0	0	0	0	0	0
YGL202W	56	71	71	33	41	47
YGL201C	23	33	19	24	26	32
tK(CUU)G1	0	0	0	0	0	0
YGL200C	34	53	39	36	32	50
YGL199C	0	0	0	0	0	0
YGL198W	7	6	4	12	5	7
YGL197W	68	46	58	74	71	115
YGL196W	48	53	30	61	60	75
YGL195W	78	82	63	52	55	70
YGL194C-A	6	4	3	4	3	8
YGL194C	6	16	9	6	5	17
YGL193C	2	4	5	2	4	6
YGL192W	21	33	20	28	25	35
YGL191W	19	34	42	41	34	49
YGL190C	34	47	30	49	26	54
YGL189C	26	33	28	21	15	26
YGL188C-A	0	0	0	0	1	1
YGL188C	3	3	4	4	1	4
YGL187C	29	44	40	47	42	44
YGL186C	52	55	41	34	33	44
YGL185C	16	21	23	25	27	34
YGL184C	36	30	21	38	26	53
YGL183C	2	4	0	1	2	5
YGL182C	0	0	0	0	2	1
YGL181W	37	51	37	39	29	55
YGL180W	28	20	31	32	32	64
YGL179C	3	8	12	6	4	7
YGL178W	32	26	17	16	17	35
YGL177W	0	0	1	0	0	0
YGL176C	24	25	29	12	11	22
YGL175C	5	7	5	2	6	3
YGL174W	13	10	10	8	7	10
YGL173C	105	122	102	101	91	119
YGL172W	35	53	30	20	32	34
YGL171W	20	18	15	12	12	18
YGL170C	2	4	1	1	4	0
tK(CUU)G2	0	0	0	0	0	0
YGL169W	22	28	22	4	12	16
YGL168W	2	4	1	1	0	2
YGL167C	59	76	53	34	55	65
YGL166W	5	7	2	6	7	7
YGL165C	2	2	1	1	0	2
YGL164C	22	32	23	23	29	39
YGL163C	33	25	32	22	26	57
YGL162W	8	7	11	8	6	13
YGL161C	36	32	33	32	38	41
YGL160W	42	35	39	37	31	40
YGL159W	17	27	19	10	16	31
tL(CAA)G1	0	0	0	0	0	0
YGL158W	0	0	2	2	1	0
YGL157W	5	3	0	1	1	4
YGL156W	52	61	49	96	124	143
YGL155W	24	22	18	9	12	20
YGL154C	16	10	17	18	27	31
YGL153W	12	6	6	11	13	12
YGL152C	0	0	0	0	0	0
YGL151W	45	46	54	30	35	50
YGL150C	60	50	47	59	77	79
YGL149W	1	1	1	0	0	4
YGL148W	33	53	44	33	22	41
YGL147C	41	32	31	20	20	33
YGL146C	13	13	12	9	10	20
YGL145W	34	38	41	29	27	39
YGL144C	10	12	15	11	18	16
YGL143C	47	44	35	18	20	16
YGL142C	21	34	19	19	13	36
YGL141W	38	38	35	32	25	56
YGL140C	53	51	32	50	45	59
YGL139W	49	60	64	44	48	48
YGL138C	0	0	1	0	0	0
YGL137W	93	105	83	105	86	97
YGL136C	16	22	16	18	17	26
YGL135W	11	16	14	19	18	17
YGL134W	21	34	24	28	27	37
YGL133W	56	62	47	39	44	59
YGL132W	0	1	1	1	0	0
YGL131C	17	25	10	14	26	37
YGL130W	32	25	30	31	24	44
YGL129C	42	48	65	20	19	31
YGL128C	12	15	11	12	6	26
YGL127C	12	7	9	6	3	12
YGL126W	30	29	17	15	25	27
YGL125W	82	102	58	48	40	44
YGL124C	21	27	16	15	13	31
YGL123W	53	50	47	57	49	43
YGL123C-A	0	0	0	0	0	0
YGL122C	37	33	41	37	32	42
YGL121C	18	20	16	31	31	36
YGL120C	23	28	20	10	16	20
YGL119W	17	23	25	16	6	21
tW(CCA)G1	0	0	0	0	0	0
YGL118C	0	1	2	0	0	0
YGL117W	22	25	23	34	22	47
YGL116W	7	6	19	37	23	34
YGL115W	38	52	32	43	32	37
YGL114W	40	46	35	34	35	48
YGL113W	20	26	15	16	10	30
YGL112C	47	51	25	46	29	50
YGL111W	15	24	21	15	25	18
YGL110C	30	33	27	26	25	45
YGL109W	2	1	2	0	1	4
YGL108C	7	8	6	7	3	10
YGL107C	62	59	61	26	18	30
YGL106W	21	31	19	23	27	34
YGL105W	74	69	57	67	50	78
YGL104C	9	20	6	18	15	33
YGL103W	1	5	0	3	0	2
YGL102C	2	0	0	0	1	0
YGL101W	13	24	24	12	13	11
YGL100W	34	47	31	25	23	39
YGL099W	15	22	13	18	18	26
snR82	0	3	3	0	2	1
YGL098W	21	12	14	12	20	18
tH(GUG)G2	0	0	0	0	0	0
YGL097W	45	48	48	35	21	28
YGL096W	27	28	19	35	36	29
tE(UUC)G1	1	0	1	0	0	0
YGL095C	37	48	37	33	31	52
YGL094C	43	39	27	34	31	51
YGL093W	42	61	52	50	43	65
YGL092W	65	76	47	45	41	56
YGL091C	38	30	20	20	15	29
YGL090W	19	25	13	10	13	24
YGL089C	34	32	28	6	5	11
YGL088W	0	0	0	0	0	0
snR10	0	1	0	0	0	1
YGL087C	16	20	19	26	27	29
YGL086W	39	50	37	27	29	38
YGL085W	16	17	18	13	16	21
YGL084C	47	55	36	37	29	52
YGL083W	29	36	12	12	14	19
YGL082W	23	41	25	31	29	42
YGL081W	3	8	4	7	4	18
YGL080W	12	22	15	19	29	24
YGL079W	15	16	16	17	10	12
YGL078C	44	38	24	10	14	34
YGL077C	99	93	93	79	77	89
YGL076C	25	29	28	15	16	27
snR39	1	2	0	0	0	1
snR39B	0	0	1	0	0	0
YGL075C	15	9	11	6	13	7
YGL074C	1	1	0	1	1	1
YGL073W	31	41	38	34	32	60
YGL072C	0	0	0	0	0	0
YGL071W	18	10	22	16	8	15
YGL070C	13	10	10	8	3	14
YGL069C	0	0	0	0	0	0
YGL068W	9	5	14	6	6	7
YGL067W	24	26	24	19	9	21
YGL066W	51	35	42	42	45	46
YGL065C	27	42	24	18	15	30
YGL064C	35	27	33	9	10	15
YGL063W	8	7	14	11	10	9
YGL063C-A	0	0	0	0	0	0
YGL062W	211	207	229	141	127	191
YGL061C	21	25	16	17	11	17
YGL060W	25	28	19	16	24	18
YGL059W	27	18	25	33	25	47
YGL058W	22	18	17	15	20	33
YGL057C	10	20	9	11	12	19
YGL056C	37	52	46	71	46	49
YGL055W	141	148	139	158	139	135
YGL054C	21	22	23	22	23	31
tE(UUC)G2	0	0	0	0	0	0
YGL053W	10	14	20	11	14	27
YGL052W	10	6	6	3	2	4
YGL051W	4	0	3	1	2	6
tR(UCU)G1	0	1	0	0	0	0
YGL050W	24	15	15	15	16	20
YGL049C	35	36	29	25	15	33
YGL048C	66	62	75	72	74	70
YGL047W	18	16	13	12	20	22
tV(AAC)G1	0	0	0	0	1	0
YGL045W	21	25	22	18	30	43
YGL044C	16	19	18	22	12	18
YGL043W	18	25	20	19	20	34
YGL042C	3	4	3	0	1	2
YGL041C-B	1	6	1	0	0	1
YGL041C	1	3	3	7	2	1
YGL041W-A	1	0	0	1	2	2
YGL040C	50	57	62	28	28	31
tL(CAA)G2	0	0	0	0	0	0
YGL039W	16	20	18	11	5	19
YGL038C	38	37	27	15	22	37
YGL037C	38	54	34	54	60	64
YGL036W	40	41	33	39	48	62
YGL035C	23	28	39	53	55	63
YGL034C	0	1	0	0	1	0
YGL033W	1	0	0	2	0	2
YGL032C	2	0	2	3	1	3
YGL031C	27	34	41	33	36	38
YGL030W	27	23	38	20	30	44
YGL029W	7	6	7	7	9	19
tF(GAA)G	0	0	0	0	0	0
YGL028C	22	21	15	33	83	97
YGL027C	53	57	50	30	29	44
YGL026C	60	81	58	64	66	106
YGL025C	12	16	16	17	18	22
YGL024W	0	0	0	1	0	1
YGL023C	36	46	46	62	47	75
YGL022W	60	82	69	43	54	67
YGL021W	29	38	33	56	41	24
YGL020C	28	22	16	16	17	29
YGL019W	41	41	38	34	32	43
YGL018C	5	8	10	8	3	5
YGL017W	8	16	20	20	19	24
YGL016W	30	40	20	23	18	35
YGL015C	0	0	0	1	0	0
YGL014W	63	64	65	49	45	52
YGL014C-A	0	0	0	0	0	0
YGL013C	44	67	55	47	33	51
YGL012W	76	92	79	27	15	29
YGL011C	37	44	54	44	41	55
YGL010W	12	10	14	13	17	24
YGL009C	147	158	126	55	81	102
YGL008C	226	272	235	259	191	242
YGL007C-A	0	0	0	1	1	0
YGL007W	3	1	1	7	11	8
YGL006W-A	3	1	2	2	0	2
YGL006W	77	112	75	95	97	140
YGL005C	24	30	23	24	31	35
YGL004C	19	18	13	22	19	20
YGL003C	30	30	24	22	21	27
YGL002W	24	16	10	15	11	20
YGL001C	39	57	47	23	20	32
YGR001C	11	14	35	22	16	27
YGR002C	21	25	19	17	18	28
YGR003W	24	22	16	16	23	36
YGR004W	9	8	18	7	10	18
YGR005C	38	55	40	40	44	39
YGR006W	11	11	11	4	12	15
YGR007W	19	34	21	27	24	21
YGR008C	17	18	18	34	26	33
YGR009C	43	52	45	42	47	65
YGR010W	12	25	15	28	25	23
YGR011W	2	2	2	3	6	3
YGR012W	27	24	18	12	19	34
YGR013W	29	37	38	23	15	44
YGR014W	102	109	96	64	39	41
YGR015C	10	16	15	5	16	9
YGR016W	5	4	4	1	3	8
YGR017W	25	16	24	27	20	28
YGR018C	0	0	0	0	1	0
YGR019W	31	32	40	26	33	58
YGR020C	24	22	16	13	15	23
YGR021W	45	48	51	21	6	15
YGR022C	0	0	0	0	0	0
YGR023W	15	22	25	15	15	25
tD(GUC)G1	0	0	0	0	0	0
YGR024C	20	18	21	19	19	29
YGR025W	4	2	5	5	1	2
YGR026W	45	51	38	37	41	36
YGR027C	29	32	35	30	24	32
YGR027W-B	0	0	0	0	0	0
YGR027W-A	0	0	0	0	0	0
tE(UUC)G3	0	0	0	0	0	0
YGR028W	33	34	44	15	33	18
YGR029W	31	20	25	26	16	22
tD(GUC)G2	0	0	0	0	0	0
snR46	0	0	1	2	1	0
YGR030C	9	10	4	6	7	13
YGR031W	7	11	10	12	9	16
YGR031C-A	0	0	0	0	0	0
YGR032W	143	177	125	91	111	193
YGR033C	30	30	21	36	40	42
YGR034W	36	23	28	38	24	33
YGR035C	0	2	2	1	0	1
YGR035W-A	3	7	1	2	1	3
YGR036C	10	17	12	4	8	13
YGR037C	22	18	25	34	26	27
YGR038W	18	20	21	10	15	24
tS(AGA)G	0	0	0	0	0	0
YGR038C-B	0	0	0	0	0	0
YGR038C-A	0	0	0	0	0	0
YGR039W	0	2	3	1	1	2
YGR040W	23	29	14	19	16	23
YGR041W	17	23	14	18	24	31
YGR042W	23	21	27	24	24	30
YGR043C	11	23	18	73	105	76
YGR044C	26	35	38	37	54	70
YGR045C	1	4	0	3	1	6
YGR046W	43	48	41	42	39	50
YGR047C	43	31	34	37	23	48
YGR048W	27	31	19	40	31	46
YGR049W	16	25	24	15	13	20
YGR050C	5	8	4	10	2	11
YGR051C	5	7	1	5	5	8
YGR052W	1	2	2	24	30	47
YGR053C	5	10	12	9	6	11
YGR054W	49	63	63	39	26	31
YGR055W	36	46	41	23	17	64
YGR056W	25	38	25	20	23	32
YGR057C	14	20	8	11	12	21
YGR058W	14	12	12	7	12	10
YGR059W	3	3	6	2	8	10
snR48	1	1	1	1	0	0
YGR060W	65	66	77	87	84	85
YGR061C	110	139	99	66	74	110
YGR062C	20	23	16	11	11	12
YGR063C	3	4	1	1	1	4
YGR064W	1	1	0	0	0	0
YGR065C	127	144	126	85	101	98
YGR066C	12	9	4	3	6	21
YGR067C	28	44	86	79	65	74
YGR068C	9	15	13	6	4	7
YGR068W-A	0	0	0	0	0	0
YGR069W	0	0	0	1	0	2
YGR070W	31	47	34	48	56	95
YGR071C	25	34	23	19	32	21
YGR072W	22	25	16	18	13	23
YGR073C	0	0	0	0	0	0
YGR074W	1	2	2	3	2	3
YGR075C	7	13	8	18	10	15
YGR076C	21	30	28	13	10	14
YGR077C	15	25	16	15	28	31
YGR078C	13	11	11	8	7	12
YGR079W	1	5	3	6	5	13
YGR080W	26	22	21	22	26	23
YGR081C	12	14	8	9	12	13
YGR082W	38	34	34	14	12	22
YGR083C	33	44	34	31	29	62
YGR084C	39	42	32	18	19	19
YGR085C	26	24	21	7	16	24
YGR086C	52	88	89	103	122	116
YGR087C	13	15	8	20	22	46
YGR088W	11	6	10	115	115	129
YGR089W	42	50	36	27	23	36
tT(UGU)G1	0	0	0	0	0	0
YGR090W	59	74	39	34	33	62
YGR091W	12	21	14	15	16	15
YGR092W	17	25	31	36	39	35
YGR093W	24	32	12	15	13	29
YGR094W	122	121	101	88	97	125
YGR095C	14	14	11	27	19	17
YGR096W	6	12	9	4	3	8
YGR097W	40	40	38	20	31	36
YGR098C	45	44	40	25	26	25
YGR099W	35	37	23	28	19	28
YGR100W	54	35	41	47	47	63
YGR101W	37	38	31	30	23	28
YGR102C	12	12	20	12	12	13
YGR103W	47	40	39	27	33	52
YGR104C	16	17	20	9	14	24
YGR105W	8	14	11	15	15	12
YGR106C	43	48	41	57	30	52
tL(GAG)G	0	0	0	0	0	0
tK(UUU)G2	0	0	0	0	0	0
YGR107W	1	1	0	1	0	0
YGR108W	31	28	43	41	32	18
YGR109C	4	3	8	1	0	1
tC(GCA)G	0	0	0	0	0	0
YGR109W-B	15	10	10	12	5	13
YGR109W-A	0	0	0	0	0	0
YGR110W	19	21	25	24	21	39
YGR111W	36	47	38	34	28	47
YGR112W	30	38	30	12	22	21
YGR113W	16	28	23	13	19	14
YGR114C	0	0	0	0	0	0
YGR115C	0	0	0	0	0	0
YGR116W	78	85	58	69	90	101
YGR117C	28	38	28	25	32	40
YGR118W	23	36	37	32	35	34
YGR119C	50	48	45	59	55	59
YGR120C	13	18	15	11	9	6
tN(GUU)G	0	0	0	0	0	0
YGR121C	46	37	58	36	37	62
YGR121W-A	0	0	0	0	0	0
YGR122W	17	22	20	16	14	25
YGR122C-A	0	2	1	0	0	0
tR(UCU)G3	0	0	0	0	0	0
YGR123C	30	20	14	14	7	14
tI(AAU)G	0	0	0	0	0	0
YGR124W	85	97	90	62	49	62
YGR125W	53	60	42	32	30	46
YGR126W	3	2	3	3	4	9
YGR127W	14	22	24	50	44	49
YGR128C	29	25	31	12	21	20
YGR129W	11	11	8	10	6	7
YGR130C	69	93	106	155	138	170
YGR131W	6	2	3	5	2	2
YGR132C	58	76	64	62	67	70
YGR133W	10	14	17	8	5	14
YGR134W	35	32	21	29	23	35
YGR135W	43	59	44	53	42	55
YGR136W	14	15	18	5	7	12
YGR137W	3	2	1	2	4	4
YGR138C	5	9	7	2	2	8
YGR139W	0	0	2	0	0	0
YGR140W	33	33	34	19	19	31
YGR141W	29	28	20	23	30	36
YGR142W	59	47	37	87	103	116
tA(AGC)G	0	0	0	0	0	0
YGR143W	27	36	34	45	68	87
tG(UCC)G	0	0	0	0	0	0
