data.bams..SRR1029151.alignments_sorted_subsampled.bam	data.bams..SRR1029152.alignments_sorted_subsampled.bam	data.bams..SRR1029153.alignments_sorted_subsampled.bam	data.bams..SRR1029156.alignments_sorted_subsampled.bam	data.bams..SRR1029157.alignments_sorted_subsampled.bam	data.bams..SRR1029158.alignments_sorted_subsampled.bam
YMR136W	38	43	46	74	60	86
YMR137C	19	23	7	18	14	33
YMR138W	13	8	7	4	10	12
YMR139W	34	29	31	30	25	39
YMR140W	15	18	24	23	30	31
YMR141C	1	0	1	3	5	7
YMR142C	44	51	50	48	40	50
YMR141W-A	2	3	3	1	1	2
YMR143W	35	33	43	36	45	42
YMR144W	24	31	28	17	17	17
YMR145C	118	138	109	104	96	104
YMR146C	45	59	71	48	41	43
YMR147W	5	5	4	23	21	26
YMR148W	8	12	8	16	17	24
YMR149W	26	38	40	17	31	38
YMR150C	18	13	15	15	17	30
YMR151W	0	0	0	0	0	1
YMR152W	16	24	28	55	42	80
YMR153W	18	24	23	16	15	23
YMR153C-A	1	1	0	1	1	0
YMR154C	8	15	11	18	11	20
YMR155W	23	31	22	22	29	41
YMR156C	11	7	10	12	12	10
YMR157C	36	31	31	14	8	21
YMR158W	26	30	20	14	7	12
tM(CAU)M	0	0	0	0	0	0
YMR158C-A	3	2	2	4	3	4
YMR158W-B	0	0	0	0	0	0
YMR159C	1	1	0	1	0	0
YMR160W	27	34	22	23	35	56
YMR161W	16	25	15	22	20	33
YMR162C	57	44	49	48	47	69
YMR163C	22	18	22	26	12	27
tV(AAC)M3	0	0	0	0	0	0
YMR164C	25	15	15	26	25	33
YMR165C	22	20	40	36	34	57
YMR166C	24	24	27	14	4	12
YMR167W	14	29	13	19	34	32
YMR168C	26	26	26	19	24	33
YMR169C	6	4	8	36	30	77
YMR170C	7	6	12	21	15	32
YMR171C	24	28	27	19	18	27
YMR172W	17	26	27	15	20	22
YMR172C-A	0	2	0	0	1	0
YMR173W	8	8	8	10	14	13
YMR173W-A	2	0	6	9	3	11
YMR174C	5	11	12	19	25	27
YMR175W	6	12	10	31	23	25
YMR175W-A	0	1	0	5	5	7
YMR176W	34	33	38	34	36	50
YMR177W	28	21	15	8	11	13
YMR178W	26	14	14	15	27	26
YMR179W	22	27	21	12	9	13
YMR180C	15	13	17	14	14	16
YMR181C	13	20	22	25	24	32
YMR182C	6	11	6	10	10	16
YMR182W-A	0	0	2	1	1	0
snR83	0	2	1	1	3	3
YMR183C	44	55	35	35	39	46
YMR184W	22	22	17	15	11	21
YMR185W	26	35	20	24	37	37
YMR186W	190	187	174	180	186	192
YMR187C	8	14	17	9	15	22
YMR188C	33	37	40	16	15	23
YMR189W	38	54	41	24	30	46
YMR190C	49	45	43	20	23	42
YMR191W	55	52	58	76	82	94
YMR192W	25	19	21	14	17	35
YMR193W	36	29	44	18	23	17
YMR193C-A	4	1	0	3	2	5
YMR194W	9	12	14	10	12	15
snR11	3	2	2	4	1	1
YMR194C-B	5	6	2	9	12	14
YMR194C-A	0	1	1	0	1	1
YMR195W	4	8	16	6	6	7
YMR196W	52	63	90	143	146	173
YMR197C	19	15	18	30	29	32
YMR198W	31	24	22	16	11	16
YMR199W	34	41	47	36	24	29
YMR200W	37	33	32	29	34	29
YMR201C	17	17	21	12	12	35
RNA170	0	1	0	3	1	2
YMR202W	45	40	43	49	30	52
YMR203W	58	83	55	46	43	48
YMR204C	23	20	15	11	12	21
YMR205C	138	181	160	130	148	170
YMR206W	33	37	61	51	40	65
YMR207C	33	35	25	21	29	47
YMR208W	43	52	38	44	41	51
YMR209C	18	16	32	16	13	18
YMR210W	20	35	33	21	17	20
YMR211W	19	21	14	20	17	25
YMR212C	40	27	17	33	26	46
YMR213W	7	12	12	16	17	17
YMR214W	23	21	30	11	13	21
YMR215W	68	68	66	28	13	30
YMR216C	38	40	50	28	31	41
YMR217W	34	62	52	34	30	47
YMR218C	22	25	28	18	19	20
YMR219W	39	41	37	37	42	51
YMR220W	37	38	53	27	47	44
YMR221C	21	41	41	29	31	36
YMR222C	9	13	13	13	11	20
YMR223W	17	15	12	9	5	18
YMR224C	26	24	25	17	16	40
YMR225C	14	19	15	4	12	12
YMR226C	48	42	34	50	41	63
YMR227C	36	32	36	20	23	39
YMR228W	14	19	18	9	11	11
YMR229C	59	72	45	48	39	62
YMR230W	26	25	17	22	24	33
YMR230W-A	1	0	0	0	0	0
YMR231W	27	33	21	24	9	26
YMR232W	18	11	9	15	12	26
YMR233W	9	12	6	15	16	12
YMR234W	21	25	15	11	10	16
YMR235C	46	56	39	43	41	53
YMR236W	20	17	25	12	18	28
YMR237W	37	38	51	30	44	37
YMR238W	41	37	40	29	36	45
tR(UCU)M1	0	0	0	0	0	0
YMR239C	10	20	8	8	7	18
YMR240C	20	30	27	13	23	23
YMR241W	58	82	65	41	33	50
YMR242C	37	41	36	34	30	34
YMR242W-A	0	0	0	0	0	0
YMR243C	67	60	40	53	46	68
YMR244W	1	4	2	4	11	15
YMR244C-A	1	0	0	0	0	0
YMR245W	0	1	2	9	4	11
YMR246W	80	78	70	135	108	117
snR86	8	11	13	15	8	22
YMR247C	36	47	30	14	18	43
tA(AGC)M2	0	0	0	0	0	0
YMR247W-A	0	0	1	1	0	0
YMR250W	15	15	19	46	68	85
YMR251W	0	2	2	5	4	10
YMR251W-A	18	16	20	26	25	24
YMR252C	8	8	2	5	11	4
YMR253C	15	21	14	20	12	37
YMR254C	2	1	1	1	1	1
YMR255W	19	27	31	25	25	31
YMR256C	15	16	21	20	17	25
YMR257C	34	46	40	12	17	23
YMR258C	24	30	25	41	46	50
YMR259C	36	46	15	23	18	28
YMR260C	22	39	22	17	18	26
YMR261C	49	46	44	50	53	67
YMR262W	11	8	13	25	26	27
YMR263W	18	18	11	9	14	14
YMR264W	26	34	14	23	25	34
YMR265C	14	16	10	12	8	15
YMR266W	57	75	54	63	58	68
YMR267W	30	24	24	19	18	18
YMR268C	5	7	7	6	10	15
YMR269W	6	10	4	5	3	8
YMR270C	18	15	18	13	14	13
YMR271C	11	10	6	18	25	49
tQ(CUG)M	0	0	0	0	0	0
YMR272C	31	30	33	27	30	22
YMR272W-A	0	0	0	0	0	0
YMR272W-B	0	1	2	0	0	1
YMR273C	20	28	23	14	12	27
YMR274C	6	18	6	3	7	2
YMR275C	40	37	34	24	27	25
YMR276W	34	36	56	45	65	69
YMR277W	38	45	27	23	35	35
YMR278W	35	31	36	31	24	42
YMR279C	12	10	14	8	17	14
YMR280C	53	49	41	51	40	52
YMR281W	13	16	13	6	6	16
YMR282C	46	41	33	11	26	26
YMR283C	19	19	17	9	6	14
tY(GUA)M2	0	0	0	0	0	0
YMR284W	26	15	21	18	17	45
YMR285C	18	21	26	11	2	18
YMR286W	11	20	9	7	8	9
YMR287C	39	57	43	20	15	20
YMR288W	16	18	23	14	15	28
YMR289W	37	32	20	29	39	35
YMR290C	18	13	25	18	9	19
YMR290W-A	0	0	0	0	0	0
YMR291W	20	27	29	25	38	40
YMR292W	19	16	12	6	10	19
YMR293C	31	40	23	10	14	16
YMR294W	23	19	26	12	17	29
YMR294W-A	3	1	5	0	1	3
YMR295C	22	20	22	23	15	19
YMR296C	25	48	48	17	23	35
YMR297W	91	111	103	145	139	141
YMR298W	10	19	11	19	18	20
YMR299C	22	22	15	12	8	30
YMR300C	55	59	52	26	17	40
YMR301C	42	36	38	16	15	26
YMR302C	77	84	98	91	87	109
YMR303C	11	21	22	101	84	91
YMR304W	50	55	48	99	88	103
YMR304C-A	6	2	3	0	1	1
YMR305C	90	96	90	22	33	47
YMR306W	13	17	10	14	11	12
YMR306C-A	0	0	0	0	0	1
YMR307W	118	123	121	91	70	76
YMR307C-A	0	0	0	0	0	0
YMR308C	67	86	61	54	48	80
YMR309C	68	77	57	54	44	82
YMR310C	9	10	13	8	7	11
YMR311C	37	39	41	44	54	57
YMR312W	17	17	17	13	19	19
YMR313C	31	32	24	33	28	41
YMR314W	41	45	45	34	48	60
YMR315W	41	61	54	45	55	47
YMR315W-A	0	0	0	0	0	0
YMR316W	12	8	5	6	9	13
YMR316C-A	1	0	0	0	0	0
YMR316C-B	0	0	1	0	0	0
YMR317W	17	18	15	21	17	26
YMR318C	58	52	55	42	33	29
YMR319C	21	22	18	17	23	27
YMR320W	4	4	1	3	1	8
YMR321C	3	1	2	1	2	2
YMR322C	1	4	2	10	10	5
YMR323W	2	2	3	14	12	25
YMR324C	1	0	0	1	1	2
YMR325W	0	0	0	0	1	1
YMR326C	0	0	0	0	0	0
YNL339C	0	0	0	0	0	0
YNL339W-B	0	0	0	0	0	0
YNL339W-A	0	0	0	0	0	0
YNL338W	0	0	0	0	0	0
YNL337W	0	0	0	0	0	0
YNL336W	9	7	5	7	8	9
YNL335W	2	2	1	0	1	1
YNL334C	0	1	1	2	1	2
YNL333W	11	15	17	1	5	7
YNL332W	15	9	11	15	11	18
YNL331C	35	36	24	15	25	32
YNL330C	40	48	42	33	26	43
YNL329C	40	56	30	45	47	52
YNL328C	2	4	1	3	0	3
YNL327W	16	16	19	93	204	158
YNL326C	21	22	22	16	11	26
YNL325C	19	24	17	25	15	36
YNL324W	0	0	0	0	0	0
YNL323W	26	29	27	26	27	45
YNL322C	48	65	53	40	44	57
YNL321W	36	55	50	41	44	48
YNL320W	20	16	17	13	12	17
YNL319W	1	0	0	1	1	1
YNL318C	0	0	0	1	3	2
YNL317W	14	18	23	12	10	20
YNL316C	7	18	14	17	6	16
YNL315C	46	70	48	34	26	31
YNL314W	9	14	16	11	9	11
YNL313C	39	32	17	18	30	34
YNL312W	30	40	23	20	28	45
YNL311C	27	16	18	22	20	22
YNL310C	13	18	11	9	8	12
YNL309W	18	14	15	9	8	18
YNL308C	33	37	28	28	26	60
YNL307C	52	69	42	52	60	54
YNL306W	38	59	47	29	16	32
YNL305C	17	30	32	35	47	53
YNL304W	11	11	13	12	11	12
YNL303W	1	2	4	3	1	0
YNL302C	29	33	37	27	31	32
YNL301C	22	22	20	13	13	28
YNL300W	21	19	16	7	5	7
YNL299W	13	19	13	14	12	28
YNL298W	24	41	30	22	14	17
YNL297C	38	57	44	38	43	53
YNL296W	0	0	0	0	0	0
YNL295W	28	35	29	10	22	26
YNL294C	29	33	46	30	35	64
YNL293W	15	31	16	35	28	38
YNL292W	18	20	21	14	14	25
YNL291C	34	21	26	25	16	25
YNL290W	29	33	28	27	26	17
YNL289W	30	33	30	2	7	14
snR40	0	0	1	0	0	0
YNL288W	22	30	29	28	17	27
YNL287W	105	119	107	94	89	114
YNL286W	7	18	15	9	10	25
YNL285W	1	4	1	6	3	0
tG(UCC)N	0	0	0	0	0	0
YNL284C-B	0	1	0	0	1	0
YNL284C-A	0	0	0	0	0	0
tN(GUU)N1	0	0	1	0	1	0
YNL284C	57	60	59	27	23	36
tT(AGU)N1	0	0	0	0	0	0
YNL283C	53	68	63	30	22	24
YNL282W	4	7	8	3	5	5
YNL281W	28	27	31	23	39	33
YNL280C	31	36	32	34	39	64
YNL279W	23	18	23	8	11	12
YNL278W	31	24	20	18	11	13
YNL277W-A	0	3	1	2	0	2
YNL277W	53	54	43	35	32	46
YNL276C	0	0	0	0	0	0
YNL275W	13	15	13	30	20	31
YNL274C	54	62	66	71	71	74
YNL273W	35	31	15	13	13	29
YNL272C	39	43	38	37	38	43
YNL271C	33	37	21	24	24	56
YNL270C	7	4	3	35	44	34
YNL269W	1	2	0	0	0	0
YNL268W	58	63	71	50	47	74
YNL267W	43	55	52	45	46	72
YNL266W	0	0	0	1	0	0
YNL265C	8	14	13	18	9	25
YNL264C	8	14	10	9	10	14
YNL263C	38	40	39	29	33	35
YNL262W	62	49	35	13	34	29
YNL261W	26	24	24	16	17	19
YNL260C	9	9	10	6	6	14
YNL259C	8	8	6	8	5	5
YNL258C	36	61	52	36	52	49
YNL257C	49	46	42	50	54	61
YNL256W	27	47	27	32	20	31
YNL255C	24	38	21	31	34	27
YNL254C	9	13	11	7	13	16
YNL253W	26	31	21	14	23	26
YNL252C	26	34	45	12	12	22
YNL251C	45	50	46	48	54	48
YNL250W	33	30	29	17	24	46
YNL249C	9	16	14	16	19	18
YNL248C	25	29	25	16	20	24
YNL247W	54	44	54	36	24	43
YNL246W	18	29	19	19	23	33
YNL245C	6	12	13	11	6	13
YNL244C	23	19	22	27	26	33
YNL243W	98	101	86	70	75	112
YNL242W	26	31	22	28	22	40
YNL241C	67	103	86	72	84	129
YNL240C	27	31	31	15	29	46
YNL239W	46	53	43	76	69	66
YNL238W	42	45	32	32	23	37
YNL237W	15	10	19	33	33	40
YNL236W	14	18	19	17	16	24
YNL235C	0	0	0	1	0	0
YNL234W	1	5	2	4	2	5
YNL233W	34	31	34	20	14	17
YNL232W	33	18	24	20	20	27
YNL231C	27	47	45	9	15	23
YNL230C	14	10	7	5	7	21
YNL229C	30	42	34	20	33	45
YNL228W	0	0	0	0	0	0
YNL227C	8	14	13	10	6	15
YNL226W	2	1	0	0	0	0
YNL225C	30	38	35	14	29	32
YNL224C	26	40	24	20	26	32
YNL223W	12	18	14	23	20	26
YNL222W	13	13	11	14	10	12
snR19	1	0	2	0	3	5
YNL221C	33	60	27	34	31	35
YNL220W	61	74	68	32	26	50
YNL219C	35	41	37	29	27	47
YNL218W	20	25	15	14	26	18
YNL217W	22	25	23	15	18	20
YNL216W	44	73	61	49	37	47
YNL215W	26	31	34	36	33	51
YNL214W	12	8	10	5	7	16
YNL213C	32	18	22	8	3	18
YNL212W	65	52	50	48	59	77
YNL211C	3	3	3	5	4	2
YNL210W	2	4	3	0	0	0
YNL209W	67	91	80	59	67	79
YNL208W	40	52	58	38	64	57
YNL207W	22	27	16	19	23	21
YNL206C	39	43	32	20	37	44
YNL205C	0	0	1	0	0	0
YNL204C	5	0	3	3	2	5
YNL203C	0	0	0	0	0	1
YNL202W	9	10	3	21	27	31
YNL201C	22	28	26	20	18	23
YNL200C	19	26	13	46	52	53
YNL199C	41	42	41	36	25	47
YNL198C	0	2	3	0	0	0
YNL197C	41	62	40	27	31	46
YNL196C	2	5	0	2	4	7
YNL195C	4	12	10	45	50	61
YNL194C	4	8	12	30	39	65
YNL193W	20	30	17	18	28	27
YNL192W	112	119	70	82	134	117
YNL191W	13	12	10	30	8	24
YNL190W	39	33	44	24	29	34
YNL189W	56	72	51	53	73	97
YNL188W	30	23	26	14	12	14
YNL187W	9	8	0	7	5	9
YNL186W	34	43	42	60	53	62
YNL185C	22	20	24	7	3	9
YNL184C	2	4	2	0	0	0
YNL183C	52	71	71	45	34	56
YNL182C	18	20	10	11	15	20
YNL181W	41	30	27	25	24	32
YNL180C	36	53	32	51	62	75
YNL179C	3	1	4	7	6	7
YNL178W	76	62	63	63	50	70
YNL177C	52	67	45	19	25	30
YNL176C	45	53	46	40	41	36
YNL175C	17	17	9	13	6	16
YNL174W	0	0	0	0	0	0
YNL173C	35	50	45	75	73	96
YNL172W	26	20	16	24	16	36
YNL171C	1	1	0	0	1	1
YNL170W	1	3	2	0	1	0
YNL169C	30	56	47	28	14	25
YNL168C	23	22	27	21	30	33
YNL167C	34	37	28	28	22	32
YNL166C	44	39	31	31	20	27
YNL165W	15	19	13	10	18	28
YNL164C	24	15	22	17	28	26
YNL163C	22	45	19	40	35	51
YNL162W-A	1	2	0	1	1	2
YNL162W	18	13	15	13	16	17
YNL161W	54	58	53	50	55	66
YNL160W	47	68	49	63	93	125
YNL159C	15	20	18	15	23	33
YNL158W	3	18	6	12	8	16
YNL157W	26	32	18	27	22	36
YNL156C	28	42	39	40	43	50
YNL155W	29	37	31	27	36	44
YNL154C	53	77	63	48	47	53
YNL153C	16	15	15	8	16	13
YNL152W	13	26	15	12	7	16
YNL151C	17	29	9	19	16	25
YNL150W	2	2	2	5	4	3
YNL149C	4	4	5	4	8	9
YNL148C	11	12	12	14	13	19
YNL147W	18	17	19	12	10	11
YNL146C-A	0	0	1	1	0	1
YNL146W	8	2	2	5	1	4
YNL145W	0	2	0	2	1	1
YNL144C	27	41	30	33	33	42
YNL144W-A	0	0	0	0	0	0
YNL143C	0	1	2	1	2	3
YNL142W	70	78	84	47	86	101
YNL141W	16	18	12	11	12	13
YNL140C	0	0	0	0	0	0
YNL139C	32	31	23	22	22	27
YNL138W-A	5	9	8	5	13	9
YNL138W	48	51	50	45	38	64
YNL137C	70	73	62	33	28	34
YNL136W	40	34	31	20	41	35
YNL135C	28	20	28	30	34	39
YNL134C	26	40	38	36	47	66
YNL133C	9	9	10	10	10	17
tF(GAA)N	0	0	0	0	0	0
YNL132W	33	34	22	16	13	29
YNL131W	32	33	32	36	19	34
YNL130C	51	49	58	47	35	55
YNL130C-A	1	2	3	1	4	3
YNL129W	15	16	15	16	20	20
YNL128W	6	7	8	4	7	8
YNL127W	35	30	22	20	25	33
YNL126W	34	41	34	30	25	25
YNL125C	37	47	37	72	68	76
YNL124W	15	18	19	9	17	20
YNL123W	75	81	42	42	38	65
YNL122C	12	18	6	8	7	13
YNL121C	102	117	87	60	73	83
YNL120C	0	0	0	0	0	0
YNL119W	13	21	15	18	15	16
YNL118C	81	98	77	53	63	101
YNL117W	57	60	101	74	60	99
YNL116W	28	36	30	43	29	54
YNL115C	22	43	46	51	69	95
YNL114C	0	0	0	0	1	0
YNL113W	5	5	2	5	3	5
YNL112W	14	28	16	1	10	22
YNL111C	17	16	25	23	25	20
YNL110C	30	26	19	22	22	20
YNL109W	0	0	1	0	0	2
YNL108C	7	3	6	2	1	2
YNL107W	8	9	10	14	20	19
YNL106C	22	22	15	11	7	15
YNL105W	0	0	0	0	0	0
YNL104C	115	119	111	129	117	156
YNL103W-A	3	2	4	3	3	1
YNL103W	51	58	53	57	52	75
YNL102W	53	67	25	17	12	27
YNL101W	65	69	67	51	43	89
YNL100W	46	39	40	44	39	54
YNL099C	16	22	13	17	16	27
YNL098C	47	45	53	75	53	49
YNL097C-B	1	6	0	0	0	0
YNL097C	15	14	12	14	15	25
YNL097W-A	0	0	0	0	0	0
tL(CAA)N	0	0	0	0	0	0
YNL096C	34	40	26	22	26	40
YNL095C	8	21	8	10	13	17
YNL094W	45	52	48	36	35	56
YNL093W	7	8	9	10	7	17
YNL092W	7	8	6	9	13	16
YNL091W	72	90	68	93	81	118
YNL090W	6	7	3	4	3	6
YNL089C	0	2	0	0	0	0
YNL088W	74	75	68	64	52	84
YNL087W	77	77	62	50	59	57
YNL086W	3	6	7	5	8	11
YNL085W	63	69	56	48	37	60
YNL084C	34	36	24	36	18	41
YNL083W	31	44	33	12	19	17
YNL082W	37	38	29	18	15	31
YNL081C	28	22	21	26	14	22
YNL080C	21	24	22	26	17	21
YNL079C	54	55	53	54	71	51
YNL078W	6	7	7	10	20	27
YNL077W	41	31	22	43	42	58
YNL076W	29	32	31	24	16	41
YNL075W	19	15	11	11	12	27
YNL074C	39	38	31	29	27	29
YNL073W	58	58	57	26	19	22
YNL072W	14	18	15	11	6	11
YNL071W	83	111	107	97	105	106
YNL070W	19	13	9	11	12	6
YNL069C	47	42	42	40	42	51
YNL068C	33	35	28	26	22	32
YNL067W-A	0	0	0	0	0	0
YNL067W-B	0	0	0	0	0	0
YNL067W	28	47	42	29	29	46
YNL066W	12	22	26	26	53	57
YNL065W	3	5	4	2	8	7
YNL064C	73	93	87	83	86	112
YNL063W	10	6	15	10	11	18
YNL062C	17	20	12	6	4	7
YNL061W	39	40	31	29	28	56
YNL059C	55	54	49	48	42	61
YNL058C	6	6	5	12	15	6
YNL057W	0	0	0	0	0	0
YNL056W	20	14	12	18	17	25
YNL055C	65	81	89	77	73	96
tD(GUC)N	0	2	1	0	1	2
YNL054W-B	6	11	9	4	6	8
YNL054W-A	0	0	0	0	0	0
YNL054W	29	35	37	26	30	44
YNL053W	25	25	26	16	12	15
YNL052W	47	49	44	50	44	31
YNL051W	17	25	31	33	19	34
YNL050C	24	10	18	11	10	16
YNL049C	34	45	39	21	15	34
YNL048W	38	44	34	35	35	53
YNL047C	24	17	16	17	23	32
YNL046W	6	4	17	7	17	23
YNL045W	44	41	43	47	42	49
YNL044W	16	12	20	11	12	12
YNL043C	1	1	2	0	2	0
tP(UGG)N1	1	0	0	0	0	0
YNL042W-B	0	0	1	0	0	2
YNL042W	11	8	9	3	4	7
YNL041C	44	42	29	32	38	55
YNL040W	39	50	38	29	18	46
YNL039W	40	43	33	33	27	38
YNL038W	13	16	6	7	12	21
YNL037C	94	112	92	36	38	62
YNL036W	53	67	71	73	67	69
tT(AGU)N2	0	0	0	0	0	0
tP(UGG)N2	0	1	0	0	0	0
YNL035C	20	25	16	11	14	22
tI(AAU)N1	0	0	0	0	0	0
YNL034W	2	1	0	2	2	2
YNL033W	0	1	0	0	0	0
YNL032W	24	23	20	14	17	27
YNL031C	35	33	34	29	24	29
YNL030W	20	25	22	19	10	15
YNL029C	21	24	9	14	11	14
YNL028W	0	0	0	0	0	0
YNL027W	35	41	31	48	43	48
YNL026W	32	35	46	20	24	35
YNL025C	7	10	10	6	17	17
NME1	2	1	1	0	2	0
snR66	1	0	0	0	0	1
YNL024C-A	10	9	13	15	12	8
YNL024C	3	0	1	0	1	1
YNL023C	31	33	33	23	25	43
YNL022C	35	23	18	15	19	19
YNL021W	26	36	32	18	13	19
YNL020C	38	37	31	24	18	22
YNL019C	0	1	2	0	0	0
YNL018C	2	3	2	0	1	2
YNL017C	0	0	0	0	0	0
tI(AAU)N2	0	0	0	0	0	0
YNL016W	70	75	65	43	50	62
YNL015W	16	25	27	22	20	30
YNL014W	4	13	6	67	101	160
YNL013C	0	0	0	0	0	1
YNL012W	24	28	21	36	36	56
YNL011C	15	15	17	18	12	17
YNL010W	36	45	38	28	26	30
YNL009W	2	8	10	72	58	96
YNL008C	34	37	23	62	47	62
YNL007C	64	80	83	97	105	107
YNL006W	36	40	34	35	44	48
YNL005C	58	72	49	38	28	45
YNL004W	38	41	53	38	43	57
YNL003C	24	25	31	22	20	27
YNL002C	30	28	26	18	24	40
YNL001W	20	17	17	13	9	22
YNR001C	149	145	146	133	123	166
YNR001W-A	0	0	0	0	0	0
tP(AGG)N	0	0	0	0	0	0
tN(GUU)N2	1	0	0	1	0	0
YNR002C	33	50	69	78	80	71
YNR003C	13	22	12	5	9	13
YNR003W-A	0	0	0	0	0	0
YNR004W	3	1	2	4	3	4
YNR005C	0	0	0	0	0	0
YNR006W	21	28	27	24	24	25
YNR007C	18	23	16	29	33	49
YNR008W	19	31	29	13	14	30
YNR009W	19	24	25	7	8	6
YNR010W	6	5	7	6	6	6
YNR011C	20	25	22	13	17	25
YNR012W	27	16	13	10	12	17
YNR013C	34	52	28	16	22	24
YNR014W	6	3	6	2	1	3
YNR015W	21	22	15	11	12	16
YNR016C	388	359	267	326	304	387
YNR017W	37	39	48	16	20	25
YNR018W	30	48	28	19	14	26
YNR019W	46	61	54	55	49	62
YNR020C	29	30	12	6	4	11
YNR021W	58	61	46	32	40	47
YNR022C	23	39	19	22	17	17
YNR023W	27	31	20	21	19	31
YNR024W	2	3	2	5	1	6
YNR025C	2	1	3	0	0	2
YNR026C	15	20	19	17	13	16
YNR027W	7	15	7	5	14	12
YNR028W	24	36	15	25	15	29
YNR029C	27	30	23	23	18	35
YNR030W	51	52	46	52	39	51
YNR031C	49	43	34	37	31	44
YNR032W	28	20	22	14	19	33
YNR032C-A	5	8	8	10	11	14
YNR033W	33	54	51	23	29	43
YNR034W	8	6	8	21	15	33
YNR034W-A	25	22	20	35	40	37
YNR035C	35	48	42	43	45	64
YNR036C	33	37	39	35	32	33
YNR037C	18	16	16	5	5	10
YNR038W	24	25	20	21	18	17
YNR039C	34	17	23	19	17	44
YNR040W	21	22	29	11	5	11
YNR041C	16	15	20	16	17	10
YNR042W	0	0	0	0	0	0
YNR043W	39	46	51	46	37	43
YNR044W	77	71	66	22	17	28
YNR045W	18	16	23	13	13	23
YNR046W	14	18	13	12	8	12
YNR047W	30	24	24	18	25	35
YNR048W	16	23	28	14	9	9
YNR049C	12	11	11	13	15	17
YNR050C	103	114	102	38	45	64
snR49	2	1	0	0	0	0
YNR051C	51	57	50	31	37	59
YNR052C	41	45	30	41	26	33
YNR053C	39	22	19	16	24	23
snR191	0	0	0	0	0	0
YNR054C	16	11	9	3	9	15
tL(UAA)N	0	0	0	0	0	0
YNR055C	40	42	41	45	29	43
YNR056C	88	93	83	93	98	100
YNR057C	44	56	52	22	36	48
YNR058W	92	96	109	90	98	107
YNR059W	16	11	19	13	14	24
YNR060W	15	16	9	15	22	41
YNR061C	5	15	11	14	18	19
YNR062C	11	11	3	7	5	5
YNR063W	10	12	5	1	5	9
YNR064C	9	6	9	4	8	14
YNR065C	8	14	10	4	10	13
YNR066C	7	6	3	0	1	3
YNR067C	16	20	11	58	112	113
YNR068C	10	7	6	5	9	15
YNR069C	5	3	6	3	11	22
YNR070W	0	0	0	0	0	0
YNR071C	0	0	0	0	0	0
YNR072W	4	2	4	0	0	1
YNR073C	5	4	4	2	3	3
YNR074C	0	0	0	0	0	0
YNR075W	4	1	0	2	0	0
YNR075C-A	0	0	0	1	0	0
YNR076W	0	0	0	0	0	0
YNR077C	0	0	0	0	0	0
YOL166W-A	0	0	0	0	0	0
YOL166C	0	0	0	0	0	0
YOL165C	0	0	0	0	0	1
YOL164W-A	1	1	0	0	0	1
YOL164W	23	17	22	11	12	24
YOL163W	6	4	4	5	4	7
YOL162W	2	4	2	2	3	3
YOL161C	0	0	0	0	0	0
YOL160W	0	3	1	0	0	0
YOL159C-A	2	8	5	3	3	5
YOL159C	9	8	5	7	8	13
YOL158C	14	21	20	15	18	26
YOL157C	2	2	2	5	1	3
YOL156W	5	5	4	1	2	1
YOL155W-A	0	0	0	0	0	1
YOL155C	101	155	154	208	222	263
YOL154W	9	3	7	26	20	21
YOL153C	22	21	20	42	42	67
YOL152W	11	2	10	8	5	13
YOL151W	15	33	23	39	44	56
YOL150C	0	0	0	0	0	0
YOL149W	23	30	16	16	14	29
YOL148C	20	34	25	24	24	29
YOL147C	31	37	36	51	51	62
YOL146W	14	17	7	16	11	17
YOL145C	88	82	58	60	56	65
YOL144W	8	8	13	4	10	16
YOL143C	31	28	31	30	28	29
YOL142W	20	26	17	16	13	28
YOL141W	3	7	0	1	3	10
YOL140W	29	30	36	31	24	41
YOL139C	49	52	36	49	48	45
YOL138C	34	38	26	30	35	55
YOL137W	15	29	19	13	15	24
YOL136C	22	25	13	6	4	8
YOL135C	11	13	9	11	11	14
YOL134C	0	0	0	0	0	1
YOL133W	5	6	7	5	5	5
YOL132W	7	8	3	12	9	14
YOL131W	0	1	0	0	2	4
YOL130W	27	44	33	35	53	56
YOL129W	22	32	29	33	30	37
YOL128C	17	18	8	3	3	9
YOL127W	36	41	36	37	36	37
YOL126C	25	34	48	65	64	84
YOL125W	12	22	13	7	11	19
YOL124C	17	23	19	5	12	10
YOL123W	51	73	65	91	69	83
YOL122C	30	49	47	32	23	41
YOL121C	38	30	26	28	24	42
YOL120C	48	41	55	35	37	41
YOL119C	63	60	51	41	45	71
YOL118C	10	4	6	4	4	5
YOL117W	19	15	19	12	21	26
YOL116W	23	29	29	30	18	37
YOL115W	26	23	26	15	13	26
YOL114C	4	2	5	5	3	7
YOL113W	34	35	39	41	44	50
YOL112W	30	36	29	14	25	39
YOL111C	14	16	27	25	24	26
YOL110W	18	19	20	27	45	45
YOL109W	35	40	29	45	50	41
tG(UCC)O	0	0	0	0	0	0
YOL108C	16	15	12	16	18	24
YOL107W	17	15	21	18	18	19
YOL106W	1	2	3	1	2	0
tT(AGU)O1	0	0	0	0	0	0
YOL105C	11	10	23	23	12	23
YOL104C	1	0	0	2	2	4
YOL103W-B	0	0	0	0	0	0
YOL103W-A	0	0	0	0	0	0
YOL103W	53	65	41	38	28	38
YOL102C	22	23	17	13	12	19
YOL101C	10	10	5	16	7	11
